Index,Min,Max
0,-8.48886175,12.284068325
1,-0.079791843675,0.0890534475
2,-0.083972796,0.0506738143
3,-0.09892946424999999,0.09230968640000001
4,-0.07025891249999999,0.06534624
5,-0.09812113,0.085505268725
6,-0.0691704887,0.092495255
7,-0.0955815036,0.09301785
8,-0.102953757975,0.0927201611
9,-0.10664019799999999,0.1146423295
10,-0.1282051,0.11519149925
11,-0.08228318500000001,0.11872840124999999
12,-0.08371440095,0.14754021875
13,-0.10386923525,0.16582448675
14,-0.092415019025,0.150946369
15,-0.09718783605,0.152810745
16,-0.09554560000000001,0.1579175555
17,-0.09696320775,0.16795453825
18,-0.0923827475,0.15438645325
19,-0.1003147295,0.134050228
20,-0.10277222244999999,0.09474522822499999
21,-0.085801695,0.10921551665
22,-0.10096202725,0.11576375175
23,-0.0942296,0.1128477575
24,-0.091017625,0.09504424442500001
25,-0.08521086615,0.100715938
26,-0.09724329500000001,0.1033083665
27,-0.101805964,0.11207483125
28,-0.09449300975,0.1115951255
29,-0.07946744,0.09331239499999999
30,-0.11243664075000001,0.0972677925
31,-0.11217275625,0.1174396055
32,-0.11708340425,0.1229448225
33,-0.1265270375,0.15154880825
34,-0.10463000925,0.15398274325
35,-0.12748086050000002,0.15084676475
36,-0.12630610975,0.18690110025
37,-0.13630683875,0.17534355075000002
38,-0.11229932100000001,0.1886886175
39,-0.1080648635,0.17921080825000002
40,-0.11158762675,0.2025369185
41,-0.103333407775,0.229679088
42,-0.1075009795,0.21684509525
43,-0.0810570113,0.19778931225000002
44,-0.08627037,0.191920362
45,-0.11336733975,0.185634315
46,-0.12645306525,0.17813753375
47,-0.12857210675,0.18953425075
48,-0.1255227385,0.21716914324999997
49,-0.14368246875000001,0.21532969175
50,-0.14873829475,0.18912759775000001
51,-0.1814862965,0.19262901324999998
52,-0.1814443765,0.19840960125
53,-0.22010954449999998,0.225449879
54,-0.23149306325000002,0.24777844599999999
55,-0.2390402295,0.22781292674999998
56,-0.26672883724999996,0.22316723700000002
57,-0.25053518750000003,0.21958267325
58,-0.23906523024999998,0.22513821
59,-0.22841617925000002,0.20560146525
60,-0.20741394224999998,0.20851776025
61,-0.22593170025,0.18736027075
62,-0.197944183,0.19174559424999998
63,-0.15021973975,0.17848595974999998
64,-0.15954998,0.1609879595
65,-0.1749685815,0.16158388025
66,-0.18446927175,0.18509750725
67,-0.18712363199999998,0.233681511
68,-0.20461807124999998,0.216428806
69,-0.2060718125,0.14843767925
70,-0.22074002775,0.1670658
71,-0.2537442225,0.1348542995
72,-0.220856808,0.15165377325
73,-0.2783979175,0.1448273695
74,-0.25481856575,0.160953514
75,-0.20677182425,0.1595594145
76,-0.20205658825,0.15641340650000002
77,-0.1927650045,0.199319247
78,-0.18393027025,0.22591875825000002
79,-0.15283432575,0.245269019
80,-0.1775884965,0.20029949800000002
81,-0.18210848575,0.215286784
82,-0.19780012200000002,0.23075147375
83,-0.177691866,0.2278041875
84,-0.19782051850000001,0.2207544185
85,-0.20264653625,0.21742593899999998
86,-0.19181510400000001,0.14932968825
87,-0.187234778,0.15346869625
88,-0.206113808,0.1480026055
89,-0.21118671075,0.20769100999999998
90,-0.24596283575,0.1832481435
91,-0.22544023025,0.1895442
92,-0.24177821725,0.2223963995
93,-0.2929093915,0.235885702
94,-0.27668263025,0.22462672350000001
95,-0.2909464255,0.26179258875
96,-0.26589764625,0.23123871125
97,-0.23173732275,0.22969483925
98,-0.22053394399999998,0.195316192
99,-0.22079136575000002,0.22594603175
100,-0.19882638400000002,0.17243877075
101,-0.16773494725000002,0.15744996325
102,-0.224898614,0.12527684425000002
103,-0.21609751900000002,0.147298336
104,-0.21469074125,0.13220108325000002
105,-0.1819985355,0.11444396325
106,-0.1685519145,0.14895681275
107,-0.17835779125,0.15684876575
108,-0.20221283325,0.178034261
109,-0.1908677555,0.16118373349999998
110,-0.19733322749999999,0.18775169175
111,-0.1946418435,0.1647290775
112,-0.22514615,0.1294420905
113,-0.269138925,0.150915071
114,-0.2551286745,0.164947636
115,-0.2589988715,0.16804163125
116,-0.25214338325,0.19832931474999999
117,-0.23758025075,0.232970923
118,-0.23679957575,0.21656752775
119,-0.240535525,0.29129181925
120,-0.22853296975,0.25874762775
121,-0.23994554199999998,0.28767653574999996
122,-0.20572933575,0.2897058085
123,-0.20393881575,0.28172111925
124,-0.19513086224999998,0.27494019625
125,-0.18837234625,0.25849910425
126,-0.20450254125,0.24146188425
127,-0.19966831075000002,0.24404641975
128,-0.23008877375,0.30885002
129,-0.21471581974999998,0.26081851125
130,-0.20795220875,0.2761083955
131,-0.2136009895,0.23529592900000001
132,-0.182554425,0.22077360475000002
133,-0.161509324,0.2128633105
134,-0.17379054449999998,0.2154075795
135,-0.20130999425,0.19582668275
136,-0.21719007225,0.2611518395
137,-0.20335426925,0.2323561775
138,-0.19829952725,0.185378153
139,-0.16100789625,0.20643574025
140,-0.180482805,0.1596222735
141,-0.1668164545,0.203566148
142,-0.15064915275,0.1999086515
